STA_SEQ,Station_Name,Proximity_Landmark,YLat,XLong
14526,Silver Lake,adjacent Boat ramp,41.5839,-72.7704
14527,Silver Lake,south northern island,41.5808,-72.7723
14528,Silver Lake,north southern island,41.5788,-72.7752
14529,Morgan Brook,adjacent to Fancher Road upstream Route 44,41.9109,-73.0092
14530,Mallory Brook tributary to (intermittent),at 193 Old New Hartford Road,41.9135,-73.0517
14531,Ansonia Copper and Brass Company,in wastewater treatment discharge,41.3467,-73.0808
14532,Morgan Brook,at mouth,41.9018,-72.9889
14533,Torrington WPCF,at WPCF,41.7801,-73.1154
14534,Bristol WPCF,at WPCF,41.6591,-72.9199
14535,Farmington WPCF,at WPCF,41.7303,-72.8327
14536,Coginchaug River,at USGS gauge,41.5362,-72.6874
14537,Coginchaug River,Above Wadsworth Falls,41.5251,-72.7036
14538,Hans Brook,behind Cahill Construction,41.5249,-72.7031
14539,Coginchaug River,upstream Hans Brook confluence,41.5244,-72.7038
14540,Ellen Doyle Brook,downstream Route 147,41.5099,-72.7152
14541,Lyman Meadows Brook tributary to,at Route 147 in front of store,41.4968,-72.7085
14542,Coginchaug River,downstream Miller Road,41.5008,-72.7041
14543,Lyman Meadows Brook,upstream Route 147,41.4982,-72.7135
14544,Coginchaug River,upstream Route 147,41.4954,-72.7045
14545,Coginchaug River,downstream Route 68,41.4769,-72.691
14546,Allyn Brook,downstream Route 68,41.4772,-72.6886
14547,Mattabesset River,upstream Lower Lane and Belcher Brook Mouth,41.6267,-72.7574
14548,Mattabesset River,east bank end of Kirby Road,41.6041,-72.7146
14549,Belcher Brook,at Norton Road,41.6165,-72.758
14550,Little Brook,at Bacon Lane,41.6428,-72.7204
14551,Coginchaug River,at Creamery Road,41.4435,-72.6882
14552,Coginchaug River,at Veteran's Park,41.5585,-72.6692
14553,Norwalk River,upstream Sugar Hollow Road,41.2604,-73.4367
14554,Norwalk River,upstream Seeley Road,41.2268,-73.4246
14555,Norwalk River,upstream Kent Road (USGS gauge),41.1639,-73.4193
14556,Silvermine River,upstream James Street,41.1361,-73.4346
14557,Norwalk River,upstream Broad Street,41.1319,-73.4301
14558,Norwalk River,upstream Route 1,41.1194,-73.417
14559,Danbury WPCF,at Danbury WPCF,41.4022,-73.4147
14560,Plymouth WPCF,at Plymouth WPCF,41.6692,-72.9922
14561,Ansonia WPCF,at Ansonia WPCF,41.3348,-73.0802
14562,Manchester WPCF,at Manchester WPCF,41.7712,-72.5598
14563,Stafford WPCF,at Stafford WPCF,41.9467,-72.3042
14564,Plainville WPCF,at Plainville WPCF,41.6833,-72.8642
14565,Southington WPCF,at Southington WPCF,41.5678,-72.8822
14566,Wallingford WPCF,at Wallingford WPCF,41.4464,-72.8347
14567,West Branch Naugatuck River,at Main Street (Route 202),41.8005,-73.1207
14568,Norwalk River,at wooden bridge in park,41.1978,-73.4356
14569,Coginchaug River,at Meetinghouse Hill Road,41.4526,-72.6828
14570,Coginchaug River,at Route 17,41.46,-72.6863
14571,Ellen Doyle Brook,at Powder Hill Road,41.5126,-72.7246
14572,Coginchaug River,at Strickland Road,41.5101,-72.7088
14573,John Hall Brook,downstream Edgewood Road,41.5804,-72.8198
14574,Spruce Brook,at Beckly Road,41.6253,-72.7239
14575,Miner Brook,at Westlake Drive,41.5974,-72.7
14576,Sawmill Brook,at Aetna Fitness Trail,41.6008,-72.7141
14577,Webster Brook,at Kelsey Street,41.6542,-72.7462
14578,Coles Brook,at Route 372,41.6032,-72.6994
14579,Willow Brook,at Route 372,41.6021,-72.6848
14580,Willimantic River,adjacent to park upstream Stafford POTW,41.9505,-72.3037
14581,Willimantic River,downstream Stafford POTW,41.9423,-72.3058
14582,Willimantic River,upstream Depot Road Coventry Road,41.7623,-72.2691
14583,Middle River,downstream Route 32 bridge,41.9525,-72.3039
14584,Roaring Brook,at Route 32,41.904,-72.2891
14585,Skungamaug River,end of Times Farm Road (camp),41.7659,-72.3927
14586,Hop River,upstream Flanders River Road,41.7212,-72.2548
14587,Tenmile River,downstream Jones Road,41.6937,-72.2632
14588,Bungee Brook,downstream Mill Bridge Road,41.8957,-72.0714
14589,Still River,adjacent General Lyon Road; US Pilfershire Rd,41.8716,-72.0877
14590,Bigelow Brook,downstream Route 198,41.8671,-72.0921
14591,Mount Hope River,upstream 50 m Elizabeth Road,41.7971,-72.1716
14592,Fenton River,downstream 250 m Chaffeeville Road crossing,41.7925,-72.21
14593,Whetstone Brook,downstream Route 12,41.831633,-71.878097
14594,Moosup River,adjacent Route 14 one way (east),41.7148,-71.8931
14595,Quanduck Brook,downstream River Road/N Sterling Rd,41.721906,-71.836053
14596,Pachaug River,upstream RR tracks at South Main Street,41.604,-71.9852
14597,Myron Kinney  Brook,adjacent Myron Kinney Road,41.5533,-71.8619
14598,Quinebaug River,downstream Route 12 and upstream Patchaug River Confluence,41.6022,-71.9868
14599,Mashamoquet Brook,downstream Wrights Crossing Road near Mill Road,41.8499,-71.9359
14600,Blackwell Brook,upstream Wauregan Road,41.7407,-71.9488
14601,Broad Brook,downstream Old Jewitt City Road,41.5632,-71.9834
14602,Merrick Brook,at Station Road,41.661,-72.1101
14603,Candlewood Lake,from entire lake,41.4641,-73.4424
14604,Hockanum River Impoundment,behind East Hartford Town Hall,41.7667,-72.64
14605,Eightmile River,downstream 100 meters Prospect Street,41.5908,-72.9009
14606,Middle River,downstream Route 190,41.9659,-72.3278
14607,Furnace Brook,at end of concrete channel mouth,41.9529,-72.3026
14608,Burlington Fish Hatchery,at hatchery,41.7689,-72.9542
14609,Quinebaug River,adjacent Town Park at Kennedy Drive,41.9081,-71.9096
14610,Canton WPCF,at WPCF,41.8169,-72.9207
14611,Beaver Pond,Adjacent Southern Connecticut State University,41.331,-72.9416
14612,Konkapot River,upstream Allyndale Road,42.0374,-73.2984
14613,Plymouth Landfill,at landfill,41.6693,-72.9938
14614,Pocotopaug Lake,Deepest point Northwest Cove,41.5961,-72.5081
14615,Pocotopaug Lake,Deepest point Northeast Cove,41.5999,-72.4953
14616,Hales Brook (Pocotopaug Lake Trib 1),Mouth Lake Drive & Boulder Road,41.6024,-72.51
14617,Pocotopaug Lake tributary to (# 2),Mouth West side Lake Drive,41.6033,-72.5074
14618,Pocotopaug Creek,Immediately below Dam at Lake outlet,41.5852,-72.5018
14619,Pocotopaug Lake,Immediately above Dam at Lake outlet,41.5855,-72.5018
14620,Langers Pond,East Side of RR tracks In Langers Pond,42.0143,-71.8848
14621,Langers Pond,West Side of RR tracks In Langers Pond,42.0139,-71.8865
14622,North Grosvenordale Pond,center of pond adjacent to Lily Pond outlet,41.998,-71.8937
14623,North Grosvenordale Pond,center of pond between dam and Lily Pond Outlet,41.9943,-71.895
14624,French River Impoundment (Grosvenor Dale),upstream Blain Road,41.9696,-71.8941
14625,French River Impoundment (Mechanicsville),Between point of land and Quinnatisset Brook East Side of RR tracks in pond,41.9434,-71.8918
14626,French River Impoundment (Mechanicsville),Center of pond area West side or RR crossing,41.9433,-71.8941
14627,Webetuck Creek,upstream Sharon Station Rd.,41.8848,-73.4937
14628,Steele Brook,under Route 8 at mouth,41.5687,-73.0574
14629,Salisbury WPCF,AT WPCF Discharge Salisbury WPCF outfall,41.9672,-73.4282
14630,Litchfield WPCF,AT POTW outfall,41.7136,-73.245
14631,Sharon POTW,at Sharon POTW outfall,41.8893,-73.4893
14632,Beacon Hill Brook,downstream Route 8 Crossing at mouth,41.4685,-73.052
14633,Hockanum Brook tributary to,at end of Buckingham Drive Beacon Heights,41.441,-73.0416
14634,Hockanum Brook,at Blackberry Hill,41.4387,-73.0389
14635,Bladens River (Bladdens River),at Day Road,41.3966,-73.0677
14636,Wethersfield Cove,near inlet Folly Brook,41.7246,-72.6616
14637,Wethersfield Cove,Center Wethersfield Cove,41.7236,-72.6578
14638,Wethersfield Cove,at outlet downstream RTE 91,41.7256,-72.6528
14639,Wethersfield Cove,North Outlet on East Shore,41.7264,-72.6564
14640,Wethersfield Cove,South outlet on east shore adjacent to Cove Park,41.7242,-72.655
14641,Connecticut River,Upstream 500m outlet of Wethersfield Cove,41.7273,-72.6498
14642,Greenwich Cove/LIS,Northeast side Greenwich Island,41.0128,-73.5766
14643,Captain Harbor/LIS,west of Flat Neck Point,41.0017,-73.5918
14644,Long Island Sound,North of Bouy #34 off Greenwich point,41.0006,-73.5698
14645,Long Island Sound,South of Bouy #34 off Greenwich point,41.0004,-73.5661
14646,Stamford Harbor/LIS,south of entrance to harbor/breakwater,41.0143,-73.5366
14647,Greenwich Harbor/LIS,East of Round Island Near bouys,41.0092,-73.6232
14648,Long Island Sound,Southeast Breakwater at entrance to Stamford Harbor,41.0107,-73.5348
14649,Cove Harbor,Outside Cove Harbor entrance,41.0406,-73.4955
14650,Long Island Sound,Southwest Long Neck Point,41.0355,-73.4864
14651,Stamford Harbor,at Bouy #9 in Stamford Harbor,41.0226,-73.5366
14652,Hockanum Brook,at Sokorat Rd North,41.4392,-73.0386
14653,Sherwood Ditch,in ditch drainage from sherwood company,41.5777,-73.0678
14654,Culvert to Norwalk River,at end of pipe culvert upstream of site 41,41.1368,-73.4263
14655,Naugatuck River pipe at Chase River Rd North,25 meters downstream Old dam on east bank,41.5897,-73.0575
14656,Furnace Brook,Downstream of Dam Upstream of Concrete Channel,41.9554,-72.3013
14657,Furnace Brook Bypass Channel,10 meters upstream confluence with furnace brook (at site FB5),41.9555,-72.3016
14658,Middle River,Upstream Intersection of West Street and ?,41.9567,-72.3141
14659,Pocotopaug Lake,Inbetween trib outlet and island West Side of Lake,41.5946,-72.5079
14660,Pocotopaug Lake,Due south of rock outcropping Southeast cove of Lake,41.5889,-72.4985
14661,Shady Brook,upstream fire department,41.952,-72.3015
14662,West Thompson Reservoir,Due West of Boat Launch Boat Launch,41.952,-71.9024
14663,West Thompson Reservoir,North end of lake between small island and erroding bank,41.9613,-71.9085
14664,Aspinook Pond,Upstream Cory Brook Confluence,41.639,-71.9756
14665,Aspinook Pond,Middle length of pond,41.6263,-71.9787
14666,Aspinook Pond,Upstream Dam at south end of impoundment,41.6135,-71.9838
14667,Sasco Brook,Downstream Hulls Farm Road,41.1528,-73.306
14668,Sasco Brook,end of Horseshoe Lane upstream of storm drain.,41.1731,-73.3123
14669,French River,at Main Street (Red Bridge Road),41.9781,-71.9008
14670,Quinebaug River,downstream dam for west thompson reservoir (US french river),41.9434,-71.9003
14671,Little River,downstream Rte 44 crossing,41.9119,-71.9157
14672,Putnam WPCF,at final effluent,41.9051,-71.9057
14673,Fivemile River,near mouth,41.8021,-71.8868
14674,Quinebaug River,near danielson downstream fivemile confluence,41.7985,-71.8864
14675,Quinebaug River,at Cotton Road Bridge (US rte 101),41.8583,-71.9244
14676,Killingly WPCF,at final effluent after dechlorination,41.7939,-71.8898
14677,Moosup River,near mouth,41.7312,-71.9315
14678,Plainfield (north) WPCF,at final effluent,41.7211,-71.9191
14679,Quinebaug River,at Butts Bridge Road,41.6512,-71.9707
14680,Jewitt City WPCF,at final effluent,41.6005,-71.9846
14681,Quinebaug River,near Jewitt City DS WPCF,41.5978,-71.9847
14682,Lake Lillinonah,adjacent to East side of Goodyear Island,41.5348,-73.4054
14683,Lake Lillinonah,between boat launch and route 133 bridge,41.4793,-73.3495
14684,Lake Lillinonah,1/2 mile north Shepaug Dam,41.4541,-73.2999
14685,Pocotopaug Lake (Coordinates WRONG),20 ft from shore 2 feet deep Mallard Cove,41.856,-72.502
14686,Blackberry River,Behind Elm Knoll Farm at second tractor crossing,42.0096,-73.2806
14687,Blackberry River,adjacent well field south of Route 7 crossing,42.023955,-73.327636
14688,Blackberry River,behind Bircron company DS rte 44,42.0284,-73.3394
14689,Thames River,south Norwich Harbor at no wake buoy,41.5117,-72.08
14690,Thames River,at Buoy 31 Trading Cove outlet,41.4894,-72.0806
14691,Thames River,at Buoy 23 Poquatonck Cove,41.4679,-72.0701
14692,Thames River,at Buoy 12 Allyn Point,41.4441,-72.0852
14693,Shetucket River,downstream 0.25 miles Greenville Dam,41.536,-72.0517
14694,West Thompson Reservoir,North of Old Road South end of impoundment,41.9475,-71.9018
14695,Willow Brook,Downstream Willow Brook Park Bridge,41.6482,-72.7784
14696,Willow Brook Culvert to,Upstream of Willow Brook Park Bridge,41.6479,-72.7787
14697,Naugatuck River,25 meters upstream Naugatuck WPCF outfall,41.4713,-73.0519
14698,Naugatuck River,North end Upper Dredge Hole,41.6301,-73.075
14699,Naugatuck River,Center of Upper Dredge Hole,41.6294,-73.074
14700,Naugatuck River,Southeast corner Upper Dredge hole,41.6291,-73.0722
14701,Naugatuck River,West Center (deepest point) Upper Dredge Hole,41.6292,-73.0742
14702,Naugatuck River,West Center (Deepest Point) Upper Dregde Hole,41.6289,-73.0735
14703,Naugatuck River,immediately below riffle at upper end of Middle Dredge Hole,41.6267,-73.0694
14704,Naugatuck River,Center of (Deepest Point) Middle Dredge Hole,41.6256,-73.0679
14705,Naugatuck River,Upper end Lower Dredge Hole,41.6221,-73.065
14706,Whitford Brook,upstream North Stonington Rd,41.3928,-71.9604
14707,Naugatuck River,Center of Lower Dredge Hole,41.6206,-73.0627
14708,Middle River,downstream of dam at upstream entrance of American Sleeve Bearing,41.9519,-72.3084
14709,Middle River Unknown Pipe to,at outlet,41.9532,-72.3036
14710,Shepaug River,US Whittlesey Road Adjacent Romford Rd,41.683397,-73.298268
14711,Transylvania Brook,25 meters DS Whale Pass,41.484262,-73.258547
14712,Transylvania Brook,30 meters upstream Whale Pass,41.484,-73.2584
14713,Still River,300 meters downstream VFW lodge on Route 8 (site 39) upstream industrial building,41.9503,-73.049
14714,Naugatuck River,second pull off downstream bristol street bridge,41.513,-73.0529
14715,Naugatuck River,first pull off downstream bristol street bridge,41.514,-73.0539
14716,Steele Brook,end of Rockdale Ave. (Downstream of STP),41.5916,-73.0962
14717,Moosup Pond,at town beach,41.7309,-71.8673
14718,Mount Misery Brook,Between Edwards Mill Road and confluence with Lowden Brook,41.603,-71.868
14719,Wyassup Brook,at mouth upstream of Clarks Falls Road,41.4566,-71.8172
14720,Green Fall River,upstream confluence with Wyassup Bk US Clarks Fall Rd.,41.4568,-71.8169
14721,Shunock River,upstream Route 49,41.4101,-71.8452
14722,Oxoboxo Brook,at Pequot Road Crossing,41.4462,-72.1253
14723,Fenger Brook,between route 213 and 3 foot stone dam,41.3219,-72.1054
14724,Oxoboxo Brook,upstream 100 meters Meeting House Lane,41.4673,-72.157
14725,Seth Williams Brook,upstream Shewville road,41.4257,-71.9573
14726,Padanaram Brook,upstream Crosby Road crossing across from Lee Hartel Drive,41.398,-73.4534
14727,Latimer Brook,upstream Chapman Drive,41.4107,-72.2217
14728,Patagansett River,at Brook Lane,41.3262,-72.2054
14729,Patagansett River,at Route 1,41.3678,-72.2195
14730,Bride Brook,RN-156 at Rte.156 crossing,41.3169,-72.2434
14731,Trading Cove Brook,upstream Montville Rd.,41.5021,-72.1235
14732,Poquetanuck Brook (Hewitt Brook),upstream Schoolhouse Rd.,41.4981,-72.0365
14733,Oxoboxo Brook,upstream crossing at Faria Company (pink row road),41.4366,-72.1062
14734,Yantic River,upstream Stanton Road,41.5766,-72.1918
14735,Yantic River,upstream West Town Street adjacent to Connecticut Avenue,41.5583,-72.112
14736,Sherman Brook,upstream Norwich Ave.,41.5753,-72.2847
14737,Birge Pond (polymer added),in birge pond,41.6881,-72.9479
14738,Gardner Brook,downstream Bear Hill Road near Bishop Road intersection,41.5433,-72.1734
14739,Susquetonscut Brook,adjacent route 32 upstream of route 87,41.5724,-72.1324
14740,Quaker Brook,Approx. 1/2 mile down Rte. 37 past Great Hollow Nature Preserve & Ecological Research Center,41.512349,-73.52695
14741,Titicus River,upstream Sherwood Road,41.3287,-73.5218
14742,Chromium Process Company,at Final Effulent Pipe 113 West Canal St.,41.3175,-73.092
14743,Pocotopaug Lake,dock North end of western cove,41.6031,-72.5062
14744,Pocotopaug Lake,at trib outlet (private residence) Off Mark Twain Drive,41.5952,-72.4938
14745,Hackney Pond Outlet,at outlet of pond,41.4284,-72.5469
14746,Hackney Pond outlet tributary to,at Parker Hill Road (Old County Road),41.427,-72.5488
14747,Naugatuck River pipe Waterbury Hospital area,adjacent to highway sign On Ramp for Route 8 North,41.5598,-73.0562
14748,Shepaug Hydro Dam,at Shepaug Hydro-Station CL&P River Road,41.4487,-73.2961
14749,Shepaug Hydro Dam,at Shepaug Hydro-Station CL&P River Road,41.4486,-73.2953
14750,Naugatuck River pipe at Chase River Rd South,150 meters downstream of old dam chase river parkway,41.5893,-73.0572
14751,Farmington Canal,100 meters downstream route 42,41.4776,-72.9216
14752,Farmington Canal,at falls at lock building,41.4751,-72.9235
14753,Willow Brook,at first bike path crossing DS Route 42,41.4766,-72.9231
14754,Connecticut River,Just Downstream Putnam Bridge (Route 3),41.7129,-72.631
14755,Fletcher Creek Border Canal,at Iroquois gas line crossing,41.2002,-73.0661
14756,Fletcher Creek,inland of outlet fletcher creek outlet,41.1975,-73.0694
14757,Fletcher Creek,at western junction with cannal,41.198,-73.0702
14758,Fletcher Creek,at Cross connect channel middle of marsh,41.1984,-73.0695
14759,Fletcher Creek,west 100 feet boardwalk,41.1995,-73.0688
14760,Fletcher Creek Salt Pan,in salt pan west of boardwalk north marsh,41.1996,-73.0682
14761,Fletcher Creek,at start of creek channel,41.199,-73.0731
14762,Oxoboxo Brook,under Route 395 Crossing,41.4406,-72.1175
14763,Ashaway River,at State line on route 184,41.4433,-71.7963
14764,Naugatuck River pipe at Maple Street West,in bridge abutment West side Maple Street Bridge,41.4898,-73.0527
14765,Ansonia Pipe outfall,at pipe outfall,41.3351,-73.0776
14766,Farmington River Unknown Pipe to,at outfall 20 meters upstream route 20 bridge,41.9639,-73.0171
14767,Norwich Harbor,at mouths Yantic and Shetucket Rivers,41.5224,-72.0783
